Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
Spring,2013,CHRIS TELMER,BA,70391,FINANCE,A,29,30,97%,8.62,3.90,3.24,3.28,3.41,3.52,3.86,3.21,3.03,3.86
Spring,2013,RAZI IMAM,BA,70393,OPEN INNOVATION,A3,6,13,46%,5.50,4.83,4.67,4.67,4.83,4.67,4.83,4.33,5.00,5.00
Spring,2013,MICHAEL EWENS,BA,70397,INTRO ENTREPN FINANC,A3,12,24,50%,8.27,4.25,4.25,4.17,4.17,4.25,4.42,4.00,3.92,4.25
Spring,2013,DAVID LAMONT,BA,70401,MANAGEMENT GAME,A,25,47,53%,10.60,4.28,4.24,4.40,4.36,4.56,4.56,4.28,4.24,4.56
Spring,2013,STEPHEN VARGO,BA,70401,MANAGEMENT GAME,W,24,41,59%,13.57,4.79,4.75,4.71,4.71,4.67,4.83,4.67,4.75,4.63
Spring,2013,KATHARINE ANDERSON,BA,70415,INTRO ENTREPRENRSHIP,A,11,28,39%,8.27,4.82,4.55,4.55,4.36,4.45,4.91,4.82,4.55,4.82
Spring,2013,WILLIAM COURTRIGHT,BA,70415,INTRO ENTREPRENRSHIP,B,22,29,76%,6.36,4.82,4.50,4.68,4.77,4.64,4.90,4.50,4.64,4.59
Spring,2013,DAVID MAWHINNEY,BA,70416,NEW VENTURE CREATION,A,18,35,51%,7.33,4.83,4.56,4.67,4.56,4.50,4.56,4.39,4.67,4.78
Spring,2013,GEORGE WHITE,BA,70416,NEW VENTURE CREATION,W,10,14,71%,8.00,4.90,4.70,4.80,5.00,5.00,5.00,4.90,5.00,5.00
Spring,2013,GEORGE WHITE,BA,70418,FIN ENTREPRENSHIP,W,9,12,75%,7.33,4.89,4.78,4.67,4.56,4.67,4.78,4.89,4.56,5.00
Spring,2013,ROBERT CULBERTSON,BA,70419,ENTREPRNP PRCTM APPT,A,24,51,47%,8.38,4.88,4.79,4.88,4.33,4.58,4.96,4.83,4.63,4.88
Spring,2013,RADHIKA LUNAWAT,BA,70422,MANAGERIAL ACCOUNTNG,A,5,10,50%,3.50,5.00,4.50,5.00,4.75,4.75,5.00,5.00,4.50,5.00
Spring,2013,SIDNEY THOMAS EMERSON,BA,70423,ENTREPSHP SCIENTISTS,W,6,12,50%,7.00,4.50,4.00,4.17,4.83,4.67,5.00,4.33,4.17,4.83
Spring,2013,JACK STECHER,BA,70424,CORP FINAN REPTNG,A,9,26,35%,5.67,4.67,4.44,4.44,4.22,4.11,5.00,4.44,4.00,4.56
Spring,2013,AMANDA FOX,BA,70425,ENTRPRSHP CRTV INDSR,A,6,18,33%,7.50,4.33,4.17,4.50,4.17,4.00,4.50,4.17,4.00,4.50
Spring,2013,JING LI,BA,70428,FINANCL STATMNT ANAL,A,5,13,38%,10.25,4.60,4.40,4.40,4.40,4.60,4.80,4.20,4.20,4.80
Spring,2013,MILTON COFIELD,BA,70430,INTERNATNL MGMNT,A,10,22,45%,8.90,4.10,4.00,3.70,3.60,3.90,4.40,4.10,3.40,4.10
Spring,2013,EMIN CIVI,BA,70435,INTERNATIONAL RETLG,W,4,5,80%,11.00,4.75,4.75,4.50,4.75,4.75,5.00,4.75,4.75,4.75
Spring,2013,PARAM SINGH,BA,70443,DGTL MKTG SCL MD STG,A3,7,7,100%,8.86,4.71,4.71,4.57,3.71,4.71,4.71,4.86,3.29,4.86
Spring,2013,SIDNEY THOMAS EMERSON,BA,70448,CEO PERSPECTIVE,W,4,11,36%,5.00,4.75,4.75,4.75,4.75,4.50,5.00,4.75,4.50,5.00
Spring,2013,WOLFGANG GATTERBAUER,BA,70451,MANGEMNT INFRMT SYST,A,13,28,46%,7.54,4.54,3.85,3.85,3.62,3.77,4.62,3.77,3.54,4.00
Spring,2013,TRIDAS MUKHOPADHYAY,BA,70451,MANGEMNT INFRMT SYST,W,17,28,61%,9.19,4.94,4.88,4.88,4.94,4.94,4.94,4.88,4.94,4.94
Spring,2013,WOLFGANG GATTERBAUER,BA,70455,MODRN DATA MANGEMNT,A,6,14,43%,10.50,4.50,4.00,4.00,4.00,3.83,4.17,4.00,4.00,3.60
Spring,2013,TRIDAS MUKHOPADHYAY,BA,70455,MODRN DATA MANGEMNT,W,6,7,86%,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2013,ANDRE CIRE,BA,70460,MATH MDLS FR CNSLTNG,A,10,14,71%,8.30,4.60,3.90,4.00,4.40,4.40,4.80,4.00,3.60,4.40
Spring,2013,TIMOTHY DERDENGER,BA,70465,TECHNOLOGY STRATEGY,A,6,14,43%,4.50,4.17,4.33,4.00,4.17,4.17,4.67,4.50,3.67,4.33
Spring,2013,QIHANG LIN,BA,70471,SUPPLY CHAIN MANGEMN,A,14,33,42%,6.29,3.71,3.21,3.36,4.00,4.21,4.36,3.57,3.29,3.71
Spring,2013,SHAM KEKRE,BA,70479,MANG ENTER OF FUTURE,W,4,12,33%,8.00,4.50,4.25,4.50,4.00,4.25,5.00,4.75,4.00,4.25
Spring,2013,LLOYD CORDER,BA,70480,INTERNTNL MARKETING,A,13,27,48%,5.00,4.62,4.31,4.15,4.00,3.92,4.77,4.00,4.23,4.23
Spring,2013,JEFFREY GALAK,BA,70481,MARKETING RESEARCH,A,13,27,48%,8.23,4.15,3.69,3.85,4.08,4.08,3.85,4.15,3.46,4.00
Spring,2013,PETER STUETTGEN,BA,70484,MARKETING ANALYTICS,W,4,6,67%,13.25,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.75,4.75
Spring,2013,PETER STUETTGEN,BA,70486,PRICING,W3,4,4,100%,14.75,4.75,4.50,4.50,4.50,4.75,5.00,4.50,4.75,4.50
Spring,2013,MICHAEL SMITH,BA,70488,INTERACTIVE MARKETNG,A3,11,24,46%,6.80,4.91,4.91,4.91,4.82,4.82,5.00,4.82,4.45,4.91
Spring,2013,PATRICK SILEO,BA,70492,INVESTMENT ANALYSIS,W,7,8,88%,9.86,4.29,3.57,3.29,3.43,3.43,4.43,3.86,3.29,3.86
Spring,2013,BRENT GLOVER,BA,70495,CORPORATE FINANCE,A,12,27,44%,10.00,4.58,3.92,4.17,4.25,4.25,4.67,4.00,3.50,4.42
Spring,2013,BRENT GLOVER,BA,70495,CORPORATE FINANCE,B,15,35,43%,10.00,4.53,4.53,4.60,4.47,4.60,4.87,4.47,4.00,4.60
Spring,2013,MUHAMMAD FAROOQI,BA,70495,CORPORATE FINANCE,W,9,11,82%,12.22,5.00,4.89,5.00,4.89,5.00,5.00,5.00,5.00,5.00
Spring,2013,MICHAEL EWENS,BA,70496,ENTRP FIN:VLN & DEAL,A4,14,32,44%,8.92,4.57,4.50,4.57,4.57,4.36,4.71,4.43,4.36,4.71
Spring,2013,LARS-ALEXANDER KUEHN,BA,70497,DERIVATIVE SECURTIES,A,11,20,55%,6.33,4.73,4.64,4.45,4.64,4.73,4.64,4.73,4.27,4.55
Spring,2013,MUHAMMAD FAROOQI,BA,70497,DERIVATIVE SECURTIES,W,3,5,60%,7.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2013,BENJAMIN COLLIER,BA,70504,INDP STDY ORG BEHAV,W,2,2,100%,8.00,5.00,5.00,5.00,4.50,4.50,5.00,4.50,5.00,5.00
Spring,2013,SIDNEY THOMAS EMERSON,BA,70508,IND STDY INTL MNGMNT,W,6,8,75%,5.60,4.83,5.00,5.00,4.83,5.00,5.00,4.83,4.50,5.00
Spring,2013,ANTHONY STANTON,BA,70643,PBLSHNG ON THE WWW,A,14,23,61%,7.57,4.57,4.21,4.14,4.43,4.36,4.57,4.43,4.43,4.43
Fall,2013,MILTON COFIELD,BA,70100,GLOBAL BUSINESS,A,55,85,65%,7.11,3.71,3.09,3.33,3.04,3.31,4.04,3.33,2.96,3.83
Fall,2013,STARLING HUNTER,BA,70100,GLOBALBUSINESS,W,35,43,81%,6.59,4.54,4.11,4.14,4.41,4.43,4.31,4.17,4.11,4.17
Fall,2013,DAVID RAMIREZ,BA,70101,INTRO BUSINESS MGMNT,A,29,49,59%,5.52,3.74,4.04,4.11,4.39,4.21,4.21,4.30,3.57,4.21
Fall,2013,DAVID LAMONT,BA,70101,INTRO BUSINESS MGMNT,B,26,43,60%,4.31,4.04,3.88,3.92,4.12,4.12,4.35,3.92,4.08,4.15
Fall,2013,STEPHEN VARGO,BA,70101,INTROBUSINESSMGMNT,W,3,7,43%,12.33,4.67,4.33,4.33,4.00,4.00,5.00,4.00,4.67,4.33
Fall,2013,ANDREW BIRD,BA,70122,INTRO TO ACCOUNTING,1,27,57,47%,5.56,4.04,3.96,3.96,4.19,4.15,4.37,4.15,3.63,4.00
Fall,2013,ANDREW BIRD,BA,70122,INTRO TO ACCOUNTING,2,43,67,64%,4.93,3.98,4.07,4.09,4.26,4.23,4.33,4.37,3.83,4.21
Fall,2013,ANTHONY STANTON,BA,70160,GRAPHIC MEDIA MGMT,A,22,35,63%,5.00,4.73,4.36,4.36,4.64,4.77,4.82,4.77,4.59,4.77
Fall,2013,JESSICA CISEWSKI,BA,70207,PROB & STAT BUS APPL,A,38,69,55%,6.68,4.42,3.84,4.08,4.22,4.26,4.57,4.08,4.13,4.03
Fall,2013,MARK FICHMAN,BA,70311,ORGNZTN BEHAVIOR,A,29,44,66%,7.93,3.62,3.79,3.79,3.79,3.90,3.48,3.97,3.17,4.10
Fall,2013,MARK FICHMAN,BA,70311,ORGNZTN BEHAVIOR,B,31,56,55%,7.55,4.06,4.10,4.23,4.26,4.16,3.87,4.23,3.77,4.23
Fall,2013,MARK FICHMAN,BA,70311,ORGNZTN BEHAVIOR,C,29,55,53%,6.45,3.46,3.62,3.62,3.69,3.72,3.52,3.97,3.17,3.90
Fall,2013,BENJAMIN COLLIER,BA,70311,ORGNZTNBEHAVIOR,W,43,47,91%,9.52,4.58,4.51,4.59,4.65,4.70,4.81,4.70,4.37,4.56
Fall,2013,BENJAMIN COLLIER,BA,70311,ORGNZTNBEHAVIOR,X,26,27,96%,8.81,4.31,4.65,4.73,4.50,4.69,4.77,4.54,4.15,4.54
Fall,2013,ELAINE HYDER,BA,70321,NEGOTIATN CNFLCT RES,A,10,22,45%,5.60,4.10,3.90,3.80,4.10,4.00,4.10,4.10,3.30,4.30
Fall,2013,DAVID TUNGATE,BA,70332,BUS SOCIETY & ETHICS,A,28,49,57%,7.04,4.04,3.64,3.75,4.18,4.18,4.00,4.00,3.29,4.25
Fall,2013,DAVID TUNGATE,BA,70332,BUS SOCIETY & ETHICS,B,30,55,55%,6.80,4.47,4.43,4.48,4.40,4.40,4.53,4.53,3.77,4.57
Fall,2013,CLAUDIA KIRKPATRICK,BA,70340,BUSINESS COMMUNCTNS,A,21,30,70%,7.25,4.52,4.19,4.24,4.19,4.30,4.43,4.33,4.38,4.57
Fall,2013,NANCY KOERBEL,BA,70340,BUSINESS COMMUNCTNS,B,15,29,52%,4.80,4.27,3.87,3.80,3.67,3.87,4.71,4.00,3.33,4.13
Fall,2013,NANCY KOERBEL,BA,70340,BUSINESS COMMUNCTNS,C,15,29,52%,4.80,3.71,2.93,3.00,3.13,3.33,4.60,3.47,3.07,3.60
Fall,2013,J MCGINNIS,BA,70340,BUSINESSCOMMUNCTNS,W,18,22,82%,17.50,3.78,3.78,3.44,3.50,3.67,3.06,3.61,3.78,4.17
Fall,2013,J MCGINNIS,BA,70340,BUSINESSCOMMUNCTNS,X,19,21,90%,16.37,3.94,3.84,3.68,3.95,3.89,3.26,3.74,3.95,4.21
Fall,2013,J MCGINNIS,BA,70343,INTRPERSNL COMMNCATN,W,1,4,25%,8.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2013,JOSEPH RUDMAN,BA,70345,BUSINESS PRSNTATIONS,A,12,16,75%,7.00,4.58,4.50,4.42,4.58,4.67,4.25,4.58,4.67,4.50
Fall,2013,RONALD PLACONE,BA,70345,BUSINESS PRSNTATIONS,B,18,21,86%,5.33,5.00,4.94,4.94,4.94,4.94,5.00,4.89,4.94,4.94
Fall,2013,JULIA DEEMS,BA,70345,BUSINESS PRSNTATIONS,C,9,23,39%,5.33,5.00,4.89,4.78,4.89,5.00,4.78,4.89,5.00,4.78
Fall,2013,GEOFFREY HITCH,BA,70350,BUSINESS ACTING,A,16,22,73%,5.75,4.88,4.56,4.50,4.69,4.69,4.19,4.63,4.94,4.44
Fall,2013,DAVID TUNGATE,BA,70364,BUSINESS LAW,A,27,61,44%,6.93,4.26,4.22,4.07,4.27,4.30,4.33,4.44,3.58,4.44
Fall,2013,CLIFFORD EARLY,BA,70365,INT TRADE & INT LAW,A,8,15,53%,8.38,3.63,3.50,3.50,3.00,3.25,3.75,3.50,3.13,3.75
Fall,2013,SOO-HAENG CHO,BA,70371,OPERATSNS MANAGEMENT,A,43,54,80%,6.21,4.28,4.00,4.05,4.26,4.33,4.14,3.98,3.63,4.35
Fall,2013,SOO-HAENG CHO,BA,70371,OPERATSNS MANAGEMENT,B,30,36,83%,5.56,4.20,3.80,3.83,4.07,4.30,3.80,4.23,3.30,4.20
Fall,2013,JEROME APT,BA,70376,ENERGY SYSTEMS,A,21,25,84%,7.05,4.62,4.52,4.52,4.38,4.48,4.71,4.52,4.00,4.62
Fall,2013,CHRISTOPHER OLIVOLA,BA,70381,MARKETING I,A,42,66,64%,6.38,3.00,2.67,2.98,2.79,3.12,3.12,3.50,2.38,3.50
Fall,2013,CHRISTOPHER OLIVOLA,BA,70381,MARKETING I,B,36,63,57%,6.83,3.19,2.47,2.64,2.53,3.00,2.75,3.39,1.83,3.53
Fall,2013,PETER STUETTGEN,BA,70381,MARKETINGI,W,29,34,85%,10.37,3.79,4.00,3.93,4.03,3.83,3.90,4.10,3.66,4.00
Fall,2013,PETER STUETTGEN,BA,70381,MARKETINGI,X,30,39,77%,12.00,4.31,4.31,4.32,4.48,4.41,4.34,4.41,4.00,4.41
Fall,2013,CHRIS TELMER,BA,70391,FINANCE,A,68,68,100%,10.13,4.26,3.85,3.87,4.03,4.16,4.30,3.68,3.64,4.43
Fall,2013,MUHAMMAD FAROOQI,BA,70391,FINANCE,W,22,25,88%,10.05,4.73,4.41,4.59,4.55,4.50,4.82,4.64,4.41,4.50
Fall,2013,MUHAMMAD FAROOQI,BA,70391,FINANCE,X,19,26,73%,8.16,4.42,4.47,4.42,4.32,4.37,4.72,4.47,4.11,4.47
Fall,2013,STEPHEN BOLLINGER,BA,70395,FUNDING ENTREP VENTR,A,17,27,63%,6.31,4.71,4.76,4.76,4.53,4.65,4.29,4.76,4.65,4.82
Fall,2013,DAVID LAMONT,BA,70401,MANAGEMENT GAME,A,18,37,49%,10.29,4.44,3.94,4.28,3.72,3.94,4.61,3.94,4.00,4.28
Fall,2013,DAVID MAWHINNEY,BA,70414,TECH BASED ENTREPSHP,A,15,25,60%,6.60,4.67,4.53,4.53,4.53,4.60,4.53,4.40,4.64,4.73
Fall,2013,HARRIS JONES,BA,70415,INTRO ENTREPRENRSHIP,A,24,40,60%,5.88,4.42,4.29,4.13,3.42,3.50,4.88,4.21,3.52,4.38
Fall,2013,GEORGE WHITE,BA,70415,INTROENTREPRENRSHIP,W,32,34,94%,8.50,4.94,4.91,4.94,4.88,4.84,5.00,4.94,4.78,4.94
Fall,2013,SIDNEY THOMAS EMERSON,BA,70417,TPCSINENTREPRNRSHP,W,30,33,91%,8.31,4.62,4.67,4.66,4.62,4.62,4.77,4.60,4.63,4.60
Fall,2013,SIDNEY THOMAS EMERSON,BA,70418,FINENTREPRENSHIP,W,14,16,88%,7.36,4.21,4.21,4.36,4.36,4.14,4.77,4.36,4.57,4.64
Fall,2013,ROBERT CULBERTSON,BA,70419,ENTREPRNP PRCTM APPR,A,19,35,54%,7.84,4.63,4.53,4.58,3.89,4.11,4.26,4.32,4.42,4.32
Fall,2013,DAVID MAWHINNEY,BA,70420,ENTREPSHP SCIENTISTS,A,12,24,50%,6.25,4.67,4.42,4.33,4.08,4.17,4.08,4.50,4.42,4.75
Fall,2013,WILLIAM COURTRIGHT,BA,70421,ENTREPSHP COMP SCINT,A,5,5,100%,5.00,4.40,4.40,4.40,4.40,4.60,4.80,4.80,4.20,4.60
Fall,2013,JOHN OBRIEN,BA,70424,CORP FINAN REPTNG,W,11,15,73%,7.73,4.27,4.73,4.82,4.64,4.45,4.73,4.55,4.00,4.64
Fall,2013,JING LI,BA,70428,FINANCL STATMNT ANAL,A,21,38,55%,7.30,4.33,3.48,3.48,3.76,3.81,4.62,3.20,3.81,3.81
Fall,2013,JOHN OBRIEN,BA,70428,FINANCL STATMNT ANAL,W,14,21,67%,8.00,4.57,4.71,4.79,4.64,4.64,4.86,4.71,4.14,4.57
Fall,2013,STARLING HUNTER,BA,70430,INTERNATNL MGMNT,W,19,24,79%,8.47,4.26,4.32,4.21,4.37,4.05,4.53,4.16,4.21,4.21
Fall,2013,STARLING HUNTER,BA,70440,CORPORATE STRATEGY,W,10,13,77%,8.44,4.80,4.80,4.80,5.00,5.00,4.80,5.00,4.80,4.80
Fall,2013,JOHN GASPER,BA,70442,PRNCPL GAME THRY BUS,W1,9,9,100%,9.88,5.00,4.89,5.00,4.78,4.89,5.00,4.78,4.56,4.89
Fall,2013,ROBERT MONROE,BA,70451,MANGEMNT INFRMT SYST,A,53,69,77%,6.56,4.77,4.53,4.71,4.57,4.70,4.81,4.70,4.28,4.77
Fall,2013,JOHN HOOKER,BA,70460,MATH MDLS FR CNSLTNG,A,10,25,40%,5.30,4.40,4.40,4.50,4.80,4.60,4.70,4.40,4.40,4.90
Fall,2013,BAHAR BILLER,BA,70471,SUPPLY CHAIN MANGEMN,A,9,17,53%,9.22,4.44,4.22,3.89,4.22,4.22,4.67,3.67,3.56,4.44
Fall,2013,LLOYD CORDER,BA,70480,INTERNTNL MARKETING,A,13,24,54%,5.23,4.77,4.77,4.77,4.69,4.77,4.85,4.69,4.85,4.77
Fall,2013,MELISSA MURPHY,BA,70483,ADVRTS & MARKET COMM,A,15,24,63%,6.40,4.60,4.33,4.60,4.00,4.33,4.80,4.67,4.53,4.73
Fall,2013,JOHN LANKFORD,BA,70485,PRODUCT & BRAND MGT,A,14,25,56%,7.79,4.71,4.43,4.50,4.43,4.64,4.29,4.50,4.07,4.64
Fall,2013,ANISHA GHOSH,BA,70492,INVESTMENT ANALYSIS,A,25,54,46%,7.40,3.12,2.88,3.08,3.04,3.08,3.76,3.08,2.80,3.32
Fall,2013,LARS-ALEXANDER KUEHN,BA,70497,DERIVATIVE SECURTIES,A,14,29,48%,7.79,4.71,4.71,4.79,4.50,4.43,4.79,4.71,4.43,4.64
Fall,2013,ANTHONY STANTON,BA,70641,COLOR REPROD & MGMNT,A,6,11,55%,7.50,4.50,4.00,4.00,4.67,4.67,4.50,4.17,4.17,4.33
Fall,2013,ANTHONY STANTON,BA,70643,PBLSHNG ON THE WWW,A,10,21,48%,6.33,4.80,4.40,4.50,4.70,4.70,4.20,4.40,4.30,4.80
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 5,1 : Overall course,2: Overall teaching,2 : Interest in student learning,3: Explain course requirements,3 : Show respect for students,4: Explains subject matter,4 : Clear learning goals,5: Instructor provides Feedback to students,5 : Importance of subject
,2012,,,,Year of 2012,,2262,4289,53%,6.57,4.07,4.1,4.25,4.09,4.42,4.19,4.17,3.9,4.28
Summer,2012,ZACHARY KURTZ,BA,70207,PROB & STAT BUS APPL,W,3,10,30%,9.00,3.33,3.33,3.67,3.33,4.67,3.33,2.67,2.67,2.67
Summer,2012,NANDANA SENGUPTA,BA,70208,REGRESSION ANALYSIS,S,4,6,67%,6.50,4.33,4.00,5.00,4.33,5.00,4.33,4.33,4.33,4.33
Summer,2012,JASON IMBROGNO,BA,70208,REGRESSION ANALYSIS,U,1,4,25%,5.00,3.00,4.00,2.00,4.00,5.00,3.00,5.00,2.00,4.00
Summer,2012,ZACHARY KURTZ,BA,70208,REGRESSION ANALYSIS,W,4,17,24%,11.75,3.75,4.00,3.75,3.50,4.75,4.00,3.50,3.50,3.50
Summer,2012,JIN WOOK CHANG,BA,70311,ORGNZTN BEHAVIOR,S,6,8,75%,8.50,4.33,4.33,4.67,4.50,4.67,4.33,4.67,4.67,4.67
Summer,2012,  WILLIAMSON,BA,70311,ORGNZTN BEHAVIOR,T,7,7,100%,10.14,4.57,4.29,4.57,4.57,4.71,4.29,4.29,4.14,4.57
Summer,2012,GEOFFREY HITCH,BA,70350,BUSINESS ACTING,W,2,9,22%,6.50,5.00,5.00,5.00,5.00,5.00,4.50,4.50,5.00,4.50
Summer,2012,ALP AKCAY,BA,70371,PRDTN OPERTN MNGMNT,S,4,4,100%,7.25,3.75,4.25,5.00,4.25,3.75,4.00,4.75,4.50,4.00
Summer,2012,XIN FANG,BA,70371,PRDTN OPERTN MNGMNT,T,3,3,100%,10.00,5.00,5.00,4.67,4.33,4.67,4.67,4.67,4.67,4.67
Summer,2012,YANG YANG,BA,70381,MARKETING I,S,13,19,68%,8.46,4.38,4.69,4.85,4.92,4.77,4.62,4.92,4.77,4.62
Summer,2012,YANG YANG,BA,70381,MARKETING I,U,11,22,50%,8.82,4.82,4.64,4.82,4.73,4.91,4.73,4.73,4.64,4.64
Summer,2012,JIAXU WANG,BA,70391,FINANCE,S,8,9,89%,8.75,4.50,4.75,4.88,4.50,4.63,4.50,4.38,4.38,4.75
Summer,2012,RAN ZHAO,BA,70391,FINANCE,U,7,16,44%,10.14,3.86,3.71,4.14,4.00,4.57,4.00,4.00,4.00,4.14
Summer,2012,HYEUNJUNG HWANG,BA,70455,INFO RESOURCE MNGMNT,S,6,6,100%,8.50,4.67,4.67,4.50,4.67,4.83,4.67,4.50,4.50,4.83
Spring,2012,DAVID RAMIREZ,BA,70101,INTRO BUSINESS MGMNT,A,14,41,34%,5.21,3.79,3.86,3.93,4.00,4.29,3.93,3.86,3.36,3.86
Spring,2012,JING LI,BA,70122,INTRO TO ACCOUNTING,1,33,67,49%,4.34,2.33,2.09,3.06,3.03,3.94,2.66,3.09,2.64,3.06
Spring,2012,SHAM KEKRE,BA,70122,INTRO TO ACCOUNTING,3,23,77,30%,4.59,4.43,4.43,4.43,4.39,4.43,4.43,4.35,4.17,4.36
Spring,2012,SHAM KEKRE,BA,70122,INTRO TO ACCOUNTING,W,6,27,22%,5.00,4.33,4.50,4.50,4.33,4.50,4.67,4.17,4.50,4.33
Spring,2012,SHAM KEKRE,BA,70122,INTRO TO ACCOUNTING,X,8,27,30%,4.63,4.00,4.00,4.13,4.25,4.50,4.25,4.13,4.00,4.13
Spring,2012,SHAM KEKRE,BA,70122,INTRO TO ACCOUNTING,Y,7,23,30%,5.43,4.43,4.43,4.43,4.29,4.57,4.29,4.43,4.43,4.29
Spring,2012,ANTHONY STANTON,BA,70160,GRAPHIC MEDIA MANGMN,A,21,45,47%,5.14,4.14,4.14,4.29,4.14,4.48,4.29,4.14,3.71,4.43
Spring,2012,ANTHONY STANTON,BA,70194,PBLSH MNGT INFO AGE,A,13,25,52%,5.92,4.15,4.38,4.46,4.46,4.69,4.23,4.23,3.92,4.25
Spring,2012,MARIA FERREYRA,BA,70208,REGRESSION ANALYSIS,1,18,40,45%,7.00,4.56,4.61,4.56,4.56,4.83,4.56,4.72,4.28,4.56
Spring,2012,MARIA FERREYRA,BA,70208,REGRESSION ANALYSIS,2,22,57,39%,7.86,4.57,4.73,4.82,4.77,4.77,4.73,4.73,4.59,4.64
Spring,2012,ALEX ROJAS PENA,BA,70208,REGRESSION ANALYSIS,W,18,29,62%,10.44,3.28,3.33,3.44,3.28,3.94,3.44,3.61,3.22,3.78
Spring,2012,BRANDY AVEN,BA,70311,ORGNZTN BEHAVIOR,A,31,58,53%,5.48,4.10,4.35,4.32,3.77,4.55,4.50,4.03,3.61,4.32
Spring,2012,BRANDY AVEN,BA,70311,ORGNZTN BEHAVIOR,B,25,54,46%,5.60,4.04,4.16,4.48,3.80,4.32,4.48,4.13,3.32,4.32
Spring,2012,MARK FICHMAN,BA,70311,ORGNZTN BEHAVIOR,C,29,54,54%,5.83,4.10,4.14,4.07,4.21,4.24,4.21,4.07,3.90,4.28
Spring,2012,ELAINE HYDER,BA,70321,NEGOTIATN CNFLCT RES,A,6,15,40%,4.50,4.00,4.17,4.33,4.50,4.50,4.00,4.50,3.83,4.33
Spring,2012,PARAM SINGH,BA,70339,INFO TCHNGY FINANCE,A4,14,19,74%,6.38,4.00,3.86,3.86,3.71,4.43,3.93,4.14,3.71,4.07
Spring,2012,CLAUDIA KIRKPATRICK,BA,70340,BUSINESS COMMUNCTNS,A,11,33,33%,6.91,4.36,4.55,4.82,4.55,4.55,4.36,4.45,4.64,4.55
Spring,2012,CLAUDIA KIRKPATRICK,BA,70340,BUSINESS COMMUNCTNS,B,20,30,67%,6.95,4.20,4.25,4.75,4.10,4.30,4.50,4.45,4.60,4.50
Spring,2012,JULIA DEEMS,BA,70340,BUSINESS COMMUNCTNS,C,9,24,38%,6.33,4.22,4.44,4.56,4.11,4.78,4.67,4.33,5.00,4.44
Spring,2012,J MCGINNIS,BA,70340,BUSINESS COMMUNCTNS,W,11,21,52%,8.60,3.91,3.73,4.00,4.27,3.55,4.00,4.18,3.36,3.82
Spring,2012,J MCGINNIS,BA,70340,BUSINESS COMMUNCTNS,X,9,23,39%,9.88,4.11,4.00,4.11,4.11,3.33,4.00,4.33,3.89,4.22
Spring,2012,JOHN HOOKER,BA,70342,MANAGE ACRSS CLTURES,A,30,65,46%,5.00,4.17,4.07,4.00,4.17,4.03,4.31,4.21,3.90,4.41
Spring,2012,JULIA DEEMS,BA,70345,BUSINESS PRSNTATIONS,A,8,15,53%,6.13,4.50,4.63,4.75,4.75,4.88,4.63,4.88,4.63,4.88
Spring,2012,JULIA DEEMS,BA,70345,BUSINESS PRSNTATIONS,B,10,23,43%,7.40,4.40,4.30,4.30,4.10,4.30,4.20,4.40,4.50,4.60
Spring,2012,EVELYN PIERCE,BA,70345,BUSINESS PRSNTATIONS,C,16,23,70%,5.00,4.69,4.81,4.88,4.81,4.88,4.81,4.81,4.81,4.75
Spring,2012,EVELYN PIERCE,BA,70345,BUSINESS PRSNTATIONS,D,13,19,68%,6.85,4.85,4.77,4.77,4.46,4.92,4.69,4.77,4.69,4.77
Spring,2012,J MCGINNIS,BA,70345,BUSINESS PRSNTATIONS,W,8,21,38%,10.14,4.25,4.00,4.00,4.25,3.25,3.88,4.14,4.38,4.38
Spring,2012,J MCGINNIS,BA,70345,BUSINESS PRSNTATIONS,X,7,22,32%,7.57,4.00,3.86,4.43,4.14,3.29,4.29,4.14,4.14,4.57
Spring,2012,GEOFFREY HITCH,BA,70350,BUSINESS ACTING,A,11,21,52%,4.45,4.73,4.82,4.91,4.91,4.55,5.00,4.82,5.00,4.73
Spring,2012,GEOFFREY HITCH,BA,70350,BUSINESS ACTING,B,7,14,50%,3.29,4.57,4.29,4.43,4.43,4.14,4.57,4.43,4.71,4.43
Spring,2012,DAVID TUNGATE,BA,70364,BUSINESS LAW,A,25,63,40%,6.13,4.16,4.20,4.24,4.20,4.44,4.52,4.24,3.24,4.40
Spring,2012,CLIFFORD EARLY,BA,70365,INT TRADE & INT LAW,A,10,21,48%,8.30,4.00,4.20,3.90,3.50,3.90,4.30,3.70,3.50,4.30
Spring,2012,DAVID TUNGATE,BA,70366,INTEL PROPRTY & ECOM,A3,18,43,42%,6.00,4.22,4.28,4.06,3.89,4.50,4.28,4.00,3.39,4.61
