Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course,                            ,                             ,                              ,                               ,                                ,                                 ,                                  ,                                   ,                                    
Spring,2014,"ZHAI, H.  (co-taught)",EPP,19656,SP TPC: CRNT ISS EPP,A3,15,18,83%,7.62,4.80,4.73,4.67,4.80,4.67,4.67,4.87,4.73,4.73,,,,,,,,,
Spring,2014,"MATTHEWS, D.  (co-taught)",EPP,19656,SP TPC: CRNT ISS EPP,C4,9,13,69%,8.00,4.56,3.78,3.78,4.33,4.33,4.11,4.67,4.22,3.44,,,,,,,,,
Spring,2014,"STINE, D.  (co-taught)",EPP,19656,SP TPC: CRNT ISS EPP,C4,9,13,69%,7.67,3.78,3.44,3.22,3.56,3.67,3.44,3.67,3.33,3.22,,,,,,,,,
Spring,2014,"MATTHEWS, D.  (co-taught)",EPP,19752,EPP PROJECT MGMT,A,2,2,100%,11.00,4.50,4.50,4.50,4.50,5.00,4.50,4.50,4.50,4.50,,,,,,,,,
Spring,2014,"CASMAN, E.  (co-taught)",EPP,19752,EPP PROJECT MGMT,A,2,2,100%,11.00,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,,,,,,,,,
Spring,2014,"MAY, C.  (co-taught)",INI,14761,APPLD INFO ASSURANCE,A,41,47,87%,11.15,4.32,4.15,4.32,3.95,4.41,4.22,4.37,4.15,4.25,,,,,,,,,
Spring,2014,"ALLEN, D.  (co-taught)",INI,14761,APPLD INFO ASSURANCE,A,41,47,87%,10.90,4.32,4.10,4.38,3.98,4.33,4.25,4.47,4.23,4.20,,,,,,,,,
Spring,2014,"STEVENS, J.  (co-taught)",INI,14786,INFO SECURTY RSK ANA,A3,19,34,56%,5.16,4.53,4.37,4.37,3.95,4.21,4.26,4.74,4.11,3.79,,,,,,,,,
Spring,2014,"CARALLI, R.  (co-taught)",INI,14786,INFO SECURTY RSK ANA,A3,19,34,56%,5.18,4.47,4.32,4.42,3.95,4.21,4.16,4.74,4.05,3.79,,,,,,,,,
Spring,2014,"SEKAR, V.  (co-taught)",INI,14817,ST: NET SEC AND MAN,A,6,6,100%,14.67,4.83,4.67,4.67,4.67,4.83,4.83,4.83,4.83,4.83,,,,,,,,,
Spring,2014,"JIA, L.  (co-taught)",INI,14817,ST: NET SEC AND MAN,A,6,6,100%,14.67,4.83,4.50,4.67,4.50,4.67,4.60,4.83,4.67,4.80,,,,,,,,,
Spring,2014,"RABIN, Y.  (co-taught)",MEG,24321,THRML FLDS EXPRM DES,1,96,120,80%,13.76,3.39,3.48,3.49,3.27,3.31,3.02,3.83,3.24,3.11,,,,,,,,,
Spring,2014,"SHEN, S.  (co-taught)",MEG,24321,THRML FLDS EXPRM DES,1,96,120,80%,13.31,3.98,3.56,3.50,3.62,3.55,3.61,4.18,3.62,3.27,,,,,,,,,
Spring,2014,"AZEVEDO, I.  (co-taught)",MEG,24640,SP TPC CLM CHG MITGT,A,9,13,69%,11.89,3.89,3.33,3.33,3.33,3.78,3.44,4.00,3.56,2.78,,,,,,,,,
Spring,2014,"ROBINSON, A.  (co-taught)",MEG,24640,SP TPC CLM CHG MITGT,A,9,13,69%,12.38,3.89,3.89,3.67,4.11,3.78,3.67,4.33,4.00,2.89,,,,,,,,,
Spring,2014,"NEUMAN, C.  (co-taught)",MEG,24778,MECHATRONIC DESIGN,1,32,38,84%,14.45,4.03,4.07,3.97,3.90,4.00,3.83,4.24,4.07,4.00,,,,,,,,,
Spring,2014,"DOLAN, J.  (co-taught)",MEG,24778,MECHATRONIC DESIGN,1,32,38,84%,16.13,4.50,4.56,4.59,4.47,4.31,4.22,4.75,4.44,4.69,,,,,,,,,
Spring,2014,"HEARD, R.  (co-taught)",MSE,27205,MATERIALS CHARACTZTN,A,23,52,44%,2.13,4.09,3.91,4.00,3.82,4.09,4.00,4.32,4.09,3.82,,,,,,,,,
Spring,2014,"PICARD, Y.  (co-taught)",MSE,27205,MATERIALS CHARACTZTN,A,23,52,44%,2.13,3.87,3.78,4.17,3.61,4.17,3.96,4.13,3.87,3.83,,,,,,,,,
Spring,2014,"SOKALSKI, V.  (co-taught)",MSE,27217,PHASE RELTNS & DIAGM,1,31,47,66%,7.90,4.35,4.35,4.19,4.03,4.06,4.33,4.67,4.20,4.10,,,,,,,,,
Spring,2014,"MCHENRY, M.  (co-taught)",MSE,27217,PHASE RELTNS & DIAGM,1,31,47,66%,6.35,3.35,2.61,2.87,2.61,3.52,3.03,3.77,2.97,2.94,,,,,,,,,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course,,,,,,,,,
,2014,,,,Year of 2014,,1742,2534,69%,12,4.22,4.04,4.06,3.92,4.13,4.02,4.37,4.02,3.89,,,,,,,,,
Fall,2014,"TRUMBLE, D.  (co-taught)",BMD,42790,PRACTICUM BIOMED ENG,A,9,13,69%,13.50,4.63,4.63,4.50,4.50,4.63,4.75,4.88,4.63,4.63,,,,,,,,,
Fall,2014,"WANG, Y.  (co-taught)",BMD,42790,PRACTICUM BIOMED ENG,A,9,13,69%,13.50,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.38,,,,,,,,,
Fall,2014,"GROSSMANN, I.  (co-taught)",CHE,06421,CHEM PROCS SYS DESGN,A,38,80,48%,21.08,3.82,3.97,3.89,3.63,4.03,3.92,4.13,3.61,3.18,,,,,,,,,
Fall,2014,"SIIROLA, J.  (co-taught)",CHE,06421,CHEM PROCS SYS DESGN,A,38,80,48%,21.11,4.26,3.47,3.58,3.68,4.03,3.63,4.11,3.84,3.32,,,,,,,,,
Fall,2014,"STEPPAN, S.  (co-taught)",CHE,06801,CLD PLM SRF LAB I,A,4,7,57%,8.25,5.00,5.00,5.00,5.00,5.00,4.75,5.00,5.00,5.00,,,,,,,,,
Fall,2014,"FROLLINI, R.  (co-taught)",CHE,06801,CLD PLM SRF LAB I,A,4,7,57%,8.25,4.75,5.00,5.00,5.00,5.00,4.75,5.00,5.00,5.00,,,,,,,,,
Fall,2014,"STEPPAN, S.  (co-taught)",CIT,39801,COLL POLY SUR LAB I,A,3,4,75%,14.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Fall,2014,"FROLLINI, R.  (co-taught)",CIT,39801,COLL POLY SUR LAB I,A,3,4,75%,14.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Fall,2014,"KOVACEVIC, J.  (co-taught)",ECE,18200,EMERGING TRENDS ECE,A1,66,170,39%,2.42,4.11,4.11,3.94,3.89,4.08,4.00,4.18,3.98,3.54,,,,,,,,,
Fall,2014,"MARCULESCU, D.  (co-taught)",ECE,18200,EMERGING TRENDS ECE,A1,66,170,39%,2.65,4.18,4.15,4.03,3.95,4.15,4.03,4.13,4.00,3.57,,,,,,,,,
Fall,2014,"MOURA, J.  (co-taught)",ECE,18202,MATH FNDTN ELEC ENGR,1,61,90,68%,9.18,2.43,2.61,2.48,2.21,2.64,2.38,2.66,2.25,2.21,,,,,,,,,
Fall,2014,"FRANCHETTI, F.  (co-taught)",ECE,18202,MATH FNDTN ELEC ENGR,1,61,90,68%,9.07,3.24,3.11,3.04,2.91,3.04,3.00,3.49,3.04,2.67,,,,,,,,,
Fall,2014,"GANGER, G.  (co-taught)",ECE,18213,INTR CMPTR SYSTEMS,1,35,74,47%,16.63,4.46,4.32,4.57,4.17,4.68,4.46,4.66,4.43,4.54,,,,,,,,,
Fall,2014,"OHALLARON, D.  (co-taught)",ECE,18213,INTR CMPTR SYSTEMS,1,35,74,47%,15.94,4.42,4.32,4.50,4.06,4.59,4.32,4.58,4.30,4.42,,,,,,,,,
Fall,2014,"MUKHERJEE, T.  (co-taught)",ECE,18220,ELETRONC DEVC ANL CR,1,33,66,50%,10.90,4.27,4.15,4.06,3.85,4.15,3.94,4.24,4.00,4.18,,,,,,,,,
Fall,2014,"KELLY, S.  (co-taught)",ECE,18220,ELETRONC DEVC ANL CR,1,33,66,50%,10.80,4.70,4.59,4.55,4.42,4.55,4.61,4.73,4.61,4.41,,,,,,,,,
Fall,2014,"MISKOV-ZIVANOV, N.  (co-taught)",ECE,18240,STRC DES DIGTL SYSTM,1,87,87,100%,14.70,4.18,3.95,3.97,3.62,3.85,3.46,4.76,3.34,4.23,,,,,,,,,
Fall,2014,"NACE, W.  (co-taught)",ECE,18240,STRC DES DIGTL SYSTM,1,87,87,100%,14.73,4.89,4.78,4.85,4.53,4.88,4.80,4.90,4.81,4.57,,,,,,,,,
Fall,2014,"BHAGAVATULA, V.  (co-taught)",ECE,18290,SIGNALS & SYSTEMS,1,56,84,67%,12.68,4.30,4.32,4.23,4.07,4.29,4.27,4.48,4.21,3.98,,,,,,,,,
Fall,2014,"YU, B.  (co-taught)",ECE,18290,SIGNALS & SYSTEMS,1,56,84,67%,12.60,4.21,4.23,4.23,3.93,4.14,4.09,4.34,4.05,3.95,,,,,,,,,
Fall,2014,"PILEGGI, L.  (co-taught)",ECE,18623,ANA INT CIR DESIGN,A,12,15,80%,12.58,4.75,4.67,4.58,4.50,4.67,4.75,4.73,4.58,4.58,,,,,,,,,
Fall,2014,"WELDON, J.  (co-taught)",ECE,18623,ANA INT CIR DESIGN,A,12,15,80%,12.33,4.83,4.33,4.25,4.33,4.58,4.67,4.83,4.50,4.42,,,,,,,,,
Fall,2014,"PERAIRE, C.  (co-taught)",ECE,18652,FNDS OF SFTW ENGRING,A,8,8,100%,13.63,4.63,4.38,4.63,3.88,4.50,4.50,4.75,4.50,4.25,,,,,,,,,
Fall,2014,"ERDOGMUS, H.  (co-taught)",ECE,18652,FNDS OF SFTW ENGRING,A,8,8,100%,13.63,4.38,4.38,4.50,4.13,4.50,4.63,4.75,4.50,4.13,,,,,,,,,
Fall,2014,"PERAIRE, C.  (co-taught)",ECE,18652,FNDS OF SFTW ENGRING,SA,33,33,100%,17.03,4.36,4.06,4.30,4.15,4.30,4.15,4.67,4.18,3.85,,,,,,,,,
Fall,2014,"ERDOGMUS, H.  (co-taught)",ECE,18652,FNDS OF SFTW ENGRING,SA,33,33,100%,16.91,4.03,3.70,3.82,3.91,3.91,3.97,4.18,3.70,3.76,,,,,,,,,
Fall,2014,"PERAIRE, C.  (co-taught)",ECE,18652,FNDS OF SFTW ENGRING,SB,37,40,93%,16.65,4.05,3.78,3.89,3.68,3.97,3.89,4.43,3.95,3.46,,,,,,,,,
Fall,2014,"ERDOGMUS, H.  (co-taught)",ECE,18652,FNDS OF SFTW ENGRING,SB,37,40,93%,16.86,3.76,3.51,3.54,3.54,3.81,3.59,4.03,3.50,3.35,,,,,,,,,
Fall,2014,"LANE, I.  (co-taught)",ECE,18781,SPCH RECGNT UNDSTG,A,5,6,83%,15.00,4.25,4.50,4.25,4.25,4.25,4.50,4.50,4.50,4.25,,,,,,,,,
Fall,2014,"METZE, F.  (co-taught)",ECE,18781,SPCH RECGNT UNDSTG,A,5,6,83%,14.20,4.20,4.00,4.20,3.80,4.20,4.40,4.60,4.40,4.00,,,,,,,,,
Fall,2014,"LANE, I.  (co-taught)",ECE,18781,SPCH RECGNT UNDSTG,SV,4,5,80%,11.75,4.75,4.75,4.50,4.25,4.50,4.25,4.50,4.50,4.50,,,,,,,,,
Fall,2014,"METZE, F.  (co-taught)",ECE,18781,SPCH RECGNT UNDSTG,SV,4,5,80%,11.75,4.50,4.50,4.50,4.25,4.50,4.25,4.50,4.50,4.50,,,,,,,,,
Fall,2014,"SATYANARAYANAN, M.  (co-taught)",ECE,18843,MOBLE PERVASIVE COMP,A,6,6,100%,15.33,5.00,4.83,4.83,4.83,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Fall,2014,"SIEWIOREK, D.  (co-taught)",ECE,18843,MOBLE PERVASIVE COMP,A,6,6,100%,15.33,4.83,4.83,4.83,4.83,5.00,5.00,4.83,5.00,5.00,,,,,,,,,
Fall,2014,"JARAMILLO, P.  (co-taught)",EPP,19301,DECISION MKG MTH EPP,A,12,17,71%,8.50,3.25,3.75,3.75,3.00,3.58,3.08,3.33,3.08,3.25,,,,,,,,,
Fall,2014,"MATTHEWS, D.  (co-taught)",EPP,19301,DECISION MKG MTH EPP,A,12,17,71%,8.25,4.33,4.25,4.25,4.17,4.17,4.42,4.50,4.42,3.92,,,,,,,,,
Fall,2014,"PEHA, J.  (co-taught)",EPP,19452,EPP PROJECT,A,5,11,45%,14.00,2.40,2.00,2.80,2.20,3.00,2.60,2.60,2.00,2.50,,,,,,,,,
Fall,2014,"YU, M.  (co-taught)",EPP,19452,EPP PROJECT,A,5,11,45%,14.75,4.00,3.40,3.60,3.80,3.80,3.80,4.20,3.80,3.00,,,,,,,,,
Fall,2014,"FISCHHOFF, B.  (co-taught)",EPP,19452,EPP PROJECT,B,6,10,60%,9.80,4.83,4.50,4.67,4.67,4.50,4.33,5.00,4.67,4.00,,,,,,,,,
Fall,2014,"CARUSO, D.  (co-taught)",EPP,19452,EPP PROJECT,B,6,10,60%,9.50,3.83,3.83,3.83,3.67,3.83,3.50,3.83,3.50,3.33,,,,,,,,,
Fall,2014,"HEARD, R.  (co-taught)",EPP,19462,INV IN TCH PT 2,A2,1,4,25%,8.00,5.00,4.00,4.00,3.00,5.00,4.00,5.00,5.00,4.00,,,,,,,,,
Fall,2014,"WHITACRE, J.  (co-taught)",EPP,19462,INV IN TCH PT 2,A2,1,4,25%,8.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,,,,,,,,,
Fall,2014,"AZEVEDO, I.  (co-taught)",EPP,19701,INT THY PRAC POL ANL,A,35,45,78%,14.40,4.46,4.03,4.00,3.74,4.23,4.29,4.71,4.20,3.86,,,,,,,,,
Fall,2014,"MORGAN, M.  (co-taught)",EPP,19701,INT THY PRAC POL ANL,A,35,45,78%,14.52,4.24,3.79,3.85,3.47,4.12,4.03,4.06,3.76,3.74,,,,,,,,,
Fall,2014,"PEHA, J.  (co-taught)",EPP,19752,EPP PROJECT MGMT,A,2,2,100%,22.50,5.00,4.00,4.00,4.50,5.00,4.00,4.00,3.50,4.00,,,,,,,,,
Fall,2014,"YU, M.  (co-taught)",EPP,19752,EPP PROJECT MGMT,A,2,2,100%,22.50,4.50,4.00,4.50,5.00,4.50,4.00,5.00,5.00,4.00,,,,,,,,,
Fall,2014,"FISCHHOFF, B.  (co-taught)",EPP,19752,EPP PROJECT MGMT,B,1,2,50%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Fall,2014,"CARUSO, D.  (co-taught)",EPP,19752,EPP PROJECT MGMT,B,1,2,50%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Fall,2014,"KROGH, B.  (co-taught)",ICT,04605,MSIT SECOND YR SEMR,A,16,20,80%,6.80,4.50,4.38,4.25,4.38,4.38,4.38,4.38,4.44,4.38,,,,,,,,,
Fall,2014,"KHAN, Z.  (co-taught)",ICT,04605,MSIT SECOND YR SEMR,A,16,20,80%,6.93,3.13,2.44,2.56,2.50,2.69,2.56,2.69,2.56,2.88,,,,,,,,,
Fall,2014,"MAY, C.  (co-taught)",INI,14761,APPLD INFO ASSURANCE,A,34,43,79%,10.65,4.56,4.59,4.53,4.44,4.59,4.38,4.88,4.53,4.53,,,,,,,,,
Fall,2014,"ALLEN, D.  (co-taught)",INI,14761,APPLD INFO ASSURANCE,A,34,43,79%,10.63,4.59,4.50,4.47,4.41,4.56,4.44,4.82,4.53,4.53,,,,,,,,,
Fall,2014,"LUDWICK, M.  (co-taught)",INI,14809,ST:INTRO CYBER INTEL,A,26,33,79%,7.42,4.54,4.31,4.46,4.50,4.46,4.35,4.81,4.42,4.27,,,,,,,,,
Fall,2014,"MCALLISTER, J.  (co-taught)",INI,14809,ST:INTRO CYBER INTEL,A,26,33,79%,7.74,4.54,4.38,4.50,4.46,4.50,4.42,4.73,4.42,4.28,,,,,,,,,
Fall,2014,"WISS, J.  (co-taught)",MEG,24421,INTERNL COMBST ENGNS,1,19,28,68%,9.42,4.42,4.32,4.37,4.11,4.47,4.32,4.68,4.05,4.37,,,,,,,,,
Fall,2014,"SINGH, S.  (co-taught)",MEG,24421,INTERNL COMBST ENGNS,1,19,28,68%,8.71,4.32,3.79,4.26,3.84,4.47,4.42,4.42,4.16,4.26,,,,,,,,,
Fall,2014,"CAGAN, J.  (co-taught)",MEG,24441,ENGINEERING DSIGN II,A,29,37,78%,11.69,4.03,3.45,3.59,3.59,3.79,3.31,4.34,3.72,3.24,,,,,,,,,
Fall,2014,"VARGAS HERNANDEZ, N.  (co-taught)",MEG,24441,ENGINEERING DSIGN II,A,29,37,78%,11.15,4.14,3.31,3.38,3.52,3.62,3.24,4.36,3.21,3.52,,,,,,,,,
Fall,2014,"OZDOGANLAR, B.  (co-taught)",MEG,24452,MECH SYSTMS EXPRMNTN,1,113,118,96%,12.62,4.48,4.20,4.25,4.04,4.13,4.22,4.57,4.41,3.98,,,,,,,,,
Fall,2014,"SREENATH, K.  (co-taught)",MEG,24452,MECH SYSTMS EXPRMNTN,1,113,118,96%,12.06,4.33,4.14,4.10,4.12,4.05,4.12,4.46,4.22,4.04,,,,,,,,,
Fall,2014,"HEARD, R.  (co-taught)",MSE,27501,INV & INVO MTL TCHG,A1,5,13,38%,6.80,4.60,4.80,4.60,4.20,4.80,4.80,4.60,4.80,4.60,,,,,,,,,
Fall,2014,"WHITACRE, J.  (co-taught)",MSE,27501,INV & INVO MTL TCHG,A1,5,13,38%,6.80,4.60,4.80,4.60,4.20,4.80,4.80,4.80,4.80,4.60,,,,,,,,,
Fall,2014,"HEARD, R.  (co-taught)",MSE,27502,INV & INVT MT TCHLG,A2,6,13,46%,7.50,4.67,4.83,4.83,4.50,4.83,4.67,5.00,4.83,4.50,,,,,,,,,
Fall,2014,"WHITACRE, J.  (co-taught)",MSE,27502,INV & INVT MT TCHLG,A2,6,13,46%,7.50,4.83,4.83,5.00,4.83,4.83,4.83,5.00,4.83,4.50,,,,,,,,,
Fall,2014,"CAGAN, J.  (co-taught)",SV,96717,TECH PROD IE CREAT,A,24,35,69%,11.13,4.50,4.21,4.21,4.42,4.38,4.17,4.42,4.25,4.08,,,,,,,,,
Fall,2014,"EVANS, J.  (co-taught)",SV,96717,TECH PROD IE CREAT,A,24,35,69%,11.75,4.52,4.09,4.17,4.30,4.39,4.09,4.61,4.26,4.04,,,,,,,,,
Fall,2014,"CAGAN, J.  (co-taught)",SV,96717,TECH PROD IE CREAT,SV,16,20,80%,11.44,4.13,3.69,3.69,4.06,4.13,4.31,4.31,4.06,4.00,,,,,,,,,
Fall,2014,"EVANS, J.  (co-taught)",SV,96717,TECH PROD IE CREAT,SV,16,20,80%,11.77,4.50,4.00,4.06,4.50,4.50,4.60,4.63,4.50,4.13,,,,,,,,,
Fall,2014,"WASSERMAN, A.  (co-taught)",SV,96792,PROD DEF VAL,A,24,28,86%,11.00,3.88,3.88,4.04,4.25,4.00,3.75,4.00,3.67,4.00,,,,,,,,,
Fall,2014,"ROOT, S.  (co-taught)",SV,96792,PROD DEF VAL,A,24,28,86%,10.63,4.46,4.46,4.50,4.29,4.29,4.25,4.58,4.38,4.42,,,,,,,,,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 8,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course,,,,,,,,,
,2014,,,,Year of 2014,,186,360,52%,12.13,4.05,3.93,3.93,3.86,3.99,3.86,4.18,3.88,3.92,,,,,,,,,
Summer,2014,"MERCIER, G.  (co-taught)",SV,96843,INDEPENDENT STUDY,M,3,6,50%,17.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Summer,2014,"KATZ, E.  (co-taught)",SV,96843,INDEPENDENT STUDY,M,3,6,50%,9.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Summer,2014,"MENGSHOEL, O.  (co-taught)",SV,96843,INDEPENDENT STUDY,M,3,6,50%,11.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2014,"PILEGGI, L.  (co-taught)",ECE,18220,ELETRONC DEVC ANL CR,1,34,73,47%,9.86,3.69,3.69,3.65,3.54,3.62,3.54,3.80,3.50,3.65,,,,,,,,,
Spring,2014,"WELDON, J.  (co-taught)",ECE,18220,ELETRONC DEVC ANL CR,1,34,73,47%,11.14,4.09,4.16,4.06,3.84,4.03,3.78,4.38,3.88,4.06,,,,,,,,,
Spring,2014,"KELLY, S.  (co-taught)",ECE,18220,ELETRONC DEVC ANL CR,1,34,73,47%,10.67,4.52,4.33,4.27,4.18,4.39,4.27,4.58,4.33,4.18,,,,,,,,,
Spring,2014,"LONGO, G.  (co-taught)",INI,14832,CYBER FORENSCS CAPSN,A,8,10,80%,12.63,4.75,4.75,4.63,4.75,4.75,4.75,4.75,4.75,4.75,,,,,,,,,
Spring,2014,"HAMMERSTEIN, J.  (co-taught)",INI,14832,CYBER FORENSCS CAPSN,A,8,10,80%,12.63,4.63,4.63,4.63,4.50,4.75,4.63,4.63,4.75,4.75,,,,,,,,,
Spring,2014,"SHAW, R.  (co-taught)",INI,14832,CYBER FORENSCS CAPSN,A,8,10,80%,9.50,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,,,,,,,,,
Spring,2014,"ANDERSON, E.  (co-taught)",MEG,24684,INEGTD PRDT DEVLPMNT,A,17,31,55%,15.47,4.35,3.71,3.76,4.12,4.12,4.06,4.71,4.00,3.82,,,,,,,,,
Spring,2014,"CAGAN, J.  (co-taught)",MEG,24684,INEGTD PRDT DEVLPMNT,A,17,31,55%,15.47,3.18,3.06,3.29,3.00,3.47,3.06,3.00,2.94,3.18,,,,,,,,,
Spring,2014,"BOATWRIGHT, P.  (co-taught)",MEG,24684,INEGTD PRDT DEVLPMNT,A,17,31,55%,15.40,3.71,3.35,3.53,3.59,3.50,3.41,4.06,3.53,3.59,,,,,,,,,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: ABET: Apply knowledge,2: ABET: Realistic Constraints,3: ABET: Solve Problems,4: ABET: Ethical responsibility,5: ABET: Effective Communication,6: ABET: Life-long learning,7: ABET: Use skills,8: Hrs Per Week 9,9: Interest in student learning,10: Explain course requirements,11: Clear learning goals,12: Instructor provides Feedback to students,13: Importance of subject,14: Explains subject matter,15: Show respect for students,16: Overall teaching,17: Overall course,,
,2014,,,,Year of 2014,,60,76,79%,3.97,4.33,4.1,4.1,4.17,4.3,3.9,16.9,4.26,3.86,4.12,3.97,4.23,4.1,4.05,4.01,3.97,,
Fall,2014,"CARTWRIGHT, L.  (co-taught)",CEE,FA14-12-401,CIV & ENVIR ENG DES,A,30,38,79%,3.97,4.33,4.10,4.10,4.17,4.30,3.90,16.90,4.23,3.93,4.17,3.90,4.33,4.33,4.00,4.20,4.03,,
Fall,2014,"THOMPSON, J.  (co-taught)",CEE,FA14-12-401,CIV & ENVIR ENG DES,A,30,38,79%,,,,,,,,16.90,4.30,3.80,4.07,4.03,4.13,3.87,4.10,3.83,3.90,,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: ABET: Apply knowledge,2: ABET: Realistic Constraints,3: ABET: Function on Teams,4: ABET: Ethical responsibility,5: ABET: Effective Communication,"6: ABET: Global, etc. contexts",7: ABET: Life-long learning,8: ABET: Knowledge Contemporary Issues,9: ABET: Use skills,10: Hrs Per Week 9,11: Interest in student learning,12: Explain course requirements,13: Clear learning goals,14: Instructor provides Feedback to students,15: Importance of subject,16: Explains subject matter,17: Show respect for students,18: Overall teaching,19: Overall course
,2014,,,,Year of 2014,,40,70,57%,2.5,2.55,3.65,3.7,3.6,2.9,3,2.95,2.75,6.65,3.68,2.75,2.92,2.82,3.35,2.96,4,3.05,2.75
Fall,2014,"COFFELT, D.  (co-taught)",CEE,FA14-12-301,CIVIL ENVMTL ENG PRJ,A,20,35,57%,,,,,,,,,,6.65,3.35,2.95,3.15,2.95,3.40,3.16,3.80,3.15,2.75
Fall,2014,"FINGER, S.  (co-taught)",CEE,FA14-12-301,CIVIL ENVMTL ENG PRJ,A,20,35,57%,2.50,2.55,3.65,3.70,3.60,2.90,3.00,2.95,2.75,6.65,4.00,2.55,2.70,2.70,3.30,2.75,4.21,2.95,2.75
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course,,,,,,,,,
,2014,,,,Year of 2014,,550,1565,35%,2.9,3,3.21,3.1,2.99,2.98,2.99,3.22,2.99,2.81,,,,,,,,,
Fall,2014,"ANTAKI, J.  (co-taught)",BMD,42642,BIOLGL FLD MECHANCS,A,7,8,88%,6.29,4.86,4.29,4.43,4.43,4.57,4.86,5.00,4.57,4.00,,,,,,,,,
Fall,2014,"PRZYBYCIEN, T.  (co-taught)",BMD,42642,BIOLGL FLD MECHANCS,A,7,8,88%,8.86,3.67,3.50,3.67,3.00,3.33,2.67,4.50,2.50,2.50,,,,,,,,,
Fall,2014,"ZAPANTA, C.  (co-taught)",BMD,42642,BIOLGL FLD MECHANCS,A,7,8,88%,7.50,4.50,4.67,4.67,4.17,4.33,4.33,4.83,4.33,4.17,,,,,,,,,
Fall,2014,"TRUMBLE, D.  (co-taught)",BMD,42642,BIOLGL FLD MECHANCS,A,7,8,88%,8.00,4.67,4.50,4.50,4.50,4.67,4.67,4.83,4.67,4.00,,,,,,,,,
Fall,2014,"COOK, K.  (co-taught)",BMD,42642,BIOLGL FLD MECHANCS,A,7,8,88%,8.00,4.67,4.83,4.67,4.83,4.83,4.83,5.00,4.50,4.00,,,,,,,,,
Fall,2014,"JACOBSON, A.  (co-taught)",CIT,39220,EXPERNTL LEARNG II,B,24,85,28%,3.33,2.37,2.79,2.39,2.37,2.11,2.22,2.44,2.18,2.00,,,,,,,,,
Fall,2014,"Larsen, K.  (co-taught)",CIT,39220,EXPERNTL LEARNG II,B,24,85,28%,3.75,2.27,2.80,2.27,2.27,2.27,2.27,2.53,2.27,2.13,,,,,,,,,
Fall,2014,"KISSEL, K.  (co-taught)",CIT,39220,EXPERNTL LEARNG II,B,24,85,28%,4.00,2.21,2.50,2.21,2.21,2.21,2.21,2.50,2.21,2.07,,,,,,,,,
Fall,2014,"BONIME, T.  (co-taught)",CIT,39220,EXPERNTL LEARNG II,B,24,85,28%,3.87,2.40,2.87,2.40,2.40,2.40,2.40,2.67,2.40,2.14,,,,,,,,,
Fall,2014,"SHUKLA, N.  (co-taught)",CIT,39220,EXPERNTL LEARNG II,B,24,85,28%,4.00,2.40,2.79,2.21,2.21,2.21,2.21,2.50,2.21,2.07,,,,,,,,,
Fall,2014,"JACOBSON, A.  (co-taught)",CIT,39310,EXPERITAL LEARN III,A,79,220,36%,2.38,2.92,3.31,3.13,2.93,2.97,2.96,3.25,3.00,2.84,,,,,,,,,
