Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,1 : Project 1. Draw on Skills,2: Interest in student learning,3: Explain course requirements,3 : Project 2. Develop skills,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,6 : Project 3. Demand on Time and Attn,7: Project 4. External Review Committee helpfulness,7 : Explains subject matter,8: Show respect for students,8 : Project 5. Faculty Mgmt Satisfaction,9: Project 6. Group Worked Smoothly,9 : Overall teaching,10: Overall course,10 : Project 7. Effective learning experience,11: Project 8. Project Size,12: Project 9. General Rating,14: Proj Instr 1. Motivation,15: Proj Instr 2. Guidance,16: Proj Instr 3. Knows next steps,17: Proj Instr 4. Instructor availability,18: Proj Instr 5. Overall Lead Effectiveness
Summer,2015,BETH WALTER,PMP,91718,STRA PRESNTATN SKLLS,N5,7,8,88%,8.86,4.33,3.43,3.71,3.86,3.86,3.29,3.86,3.43,3.14,,,,,,,,,,,,,,
Summer,2015,TERRY BUSS,PMP,91800,ORGNZTNL MANAGEMENT,K,7,13,54%,8.86,4.14,3.86,3.43,3.71,4.00,3.71,4.86,3.29,2.86,,,,,,,,,,,,,,
Summer,2015,TIONG LIM,PMP,91855,FINANCIAL MANAGEMENT,K,4,7,57%,9.50,4.50,4.25,4.50,4.50,4.75,4.50,4.75,4.50,4.50,,,,,,,,,,,,,,
Summer,2015,LOLA MASON,PMP,91869,CONFLICT RESOLUTION,Z6,12,12,100%,7.83,4.83,4.00,4.55,4.64,4.73,4.64,4.91,4.55,4.36,,,,,,,,,,,,,,
Summer,2015,ROBERT JANEDA,PMP,91879,ORGANZTL GRWTH HM CP,M5,10,11,91%,6.80,4.60,4.50,4.50,4.00,4.60,4.50,4.60,4.30,4.40,,,,,,,,,,,,,,
Summer,2015,TIMOTHY OLOUGHLIN,PPP,90706,POLICY ANALYSIS II,K,6,10,60%,12.20,4.83,4.83,5.00,4.67,5.00,4.83,4.83,4.83,4.67,,,,,,,,,,,,,,
Summer,2015,TIONG LIM,PPP,90738,APP ECONMC ANALYS II,K,7,11,64%,16.43,4.86,4.43,4.43,4.57,4.86,4.71,5.00,4.71,4.71,,,,,,,,,,,,,,
Summer,2015,KATHLEEN SMITH,PPP,90744,ACCTG CTR NON PROFIT,M5,5,5,100%,5.60,5.00,4.80,4.75,4.80,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Summer,2015,TIONG LIM,PPP,90747,COST BENEFIT ANLYSIS,K5,5,13,38%,15.60,5.00,4.60,4.60,4.80,4.80,4.80,5.00,4.80,4.40,,,,,,,,,,,,,,
Summer,2015,GARY FRANKO,PPP,90801,DESKTOP PUBLISHING,M6,8,11,73%,7.63,4.75,4.63,4.63,4.38,4.63,4.38,4.88,4.63,4.63,,,,,,,,,,,,,,
Summer,2015,DAVID DAUSEY,PPP,90823,PROGRAM EVALUATION,K,8,10,80%,10.63,5.00,5.00,5.00,4.88,4.88,5.00,5.00,5.00,4.75,,,,,,,,,,,,,,
Summer,2015,PAUL CHAPMAN,PPP,90827,ECONOMICS DEVELPMENT,K,3,6,50%,8.00,5.00,4.67,5.00,5.00,5.00,4.67,5.00,5.00,4.00,,,,,,,,,,,,,,
Spring,2015,LEONARD CARIC,CRM,93711,ENTRE CREATV ENTRPR,A3,21,31,68%,6.50,4.62,4.14,4.33,4.33,4.60,4.65,4.90,4.60,4.45,,,,,,,,,,,,,,
Spring,2015,EILEEN MEDDIS,CRM,93716,HUM RSRC MGT CREATVE,A3,13,17,76%,5.00,4.77,4.77,4.77,4.31,4.69,4.69,4.77,4.54,4.46,,,,,,,,,,,,,,
Spring,2015,EILEEN MEDDIS,CRM,93716,HUM RSRC MGT CREATVE,B4,11,12,92%,5.00,4.82,4.82,4.82,4.55,4.91,4.91,5.00,4.82,4.55,,,,,,,,,,,,,,
Spring,2015,LYNNE PASTOR,CRM,93725,FIN STATEMENT LIT,A3,18,27,67%,9.88,3.33,3.39,3.50,2.39,3.50,3.11,2.83,2.94,2.83,,,,,,,,,,,,,,
Spring,2015,LYNNE PASTOR,CRM,93726,FDMTLS OF FINANCE,A4,28,28,100%,8.63,3.04,3.36,3.32,2.70,3.39,3.14,2.82,2.79,2.82,,,,,,,,,,,,,,
Spring,2015,KARYN MOORE,CRM,93731,TECH PLN IMPLM CR EN,A4,23,24,96%,7.05,4.43,4.26,4.09,4.22,4.35,4.00,4.65,4.17,3.83,,,,,,,,,,,,,,
Spring,2015,JONATHAN BAKER,CRM,93751,CRTV ENT FOR PFT SYS,A4,23,28,82%,8.91,4.13,3.35,3.52,3.35,4.00,3.61,4.09,3.57,3.57,,,,,,,,,,,,,,
Spring,2015,RICHARD RAUH,CRM,93770,SCORSES & HIS FILMS,A,4,8,50%,2.75,4.25,3.75,4.25,3.75,4.50,4.25,4.50,4.25,4.25,,,,,,,,,,,,,,
Spring,2015,SARAH TAMBUCCI,CRM,93804,ARTS EDUCATION,A4,9,9,100%,6.00,5.00,4.56,4.89,4.78,4.88,4.89,4.88,5.00,4.89,,,,,,,,,,,,,,
Spring,2015,JANET MCCALL,CRM,93807,MUSEUM OPERATIONS,A3,17,20,85%,6.24,4.18,3.69,3.88,3.47,3.82,3.65,4.47,3.71,3.47,,,,,,,,,,,,,,
Spring,2015,RENEE PIECHOCKI,CRM,93809,PUBLIC ART,A4,9,12,75%,5.67,4.00,3.78,4.00,3.89,4.38,3.78,4.00,3.89,3.67,,,,,,,,,,,,,,
Spring,2015,BRETT CRAWFORD,CRM,93812,PLANG MANG PERF ARTS,A3,15,16,94%,6.80,4.87,4.13,4.40,4.27,4.87,4.40,5.00,4.60,4.33,,,,,,,,,,,,,,
Spring,2015,BRETT CRAWFORD,CRM,93821,ARTS MKTNG PUB RELTN,A3,24,24,100%,8.39,4.50,3.25,3.75,3.92,4.08,3.46,4.50,3.75,3.38,,,,,,,,,,,,,,
Spring,2015,MARY NAVARRO,CRM,93826,FNDRSNG FNDMLS ARTS,A3,7,8,88%,7.14,4.00,3.86,3.86,3.57,4.43,4.43,4.14,3.71,3.71,,,,,,,,,,,,,,
Spring,2015,MARY NAVARRO,CRM,93826,FNDRSNG FNDMLS ARTS,B3,16,16,100%,6.13,3.88,3.88,3.81,3.81,4.00,3.81,4.19,3.63,3.53,,,,,,,,,,,,,,
Spring,2015,JERRY COLTIN,CRM,93827,SPN GRN STRG & PRCTS,A4,16,17,94%,7.63,3.75,3.63,3.88,3.38,3.88,4.00,3.87,3.69,3.81,,,,,,,,,,,,,,
Spring,2015,JERRY COLTIN,CRM,93827,SPN GRN STRG & PRCTS,B4,7,9,78%,7.57,3.57,3.14,3.29,3.00,3.71,3.43,3.71,3.43,3.57,,,,,,,,,,,,,,
Spring,2015,LUCA ZAN,CRM,93836,INTL PERSP ART MGMT,A4,4,4,100%,8.00,4.75,4.50,4.50,4.50,4.75,4.50,4.75,4.50,4.50,,,,,,,,,,,,,,
Spring,2015,DAVID PANKRATZ,CRM,93846,CULTURAL PLCY ADVCY,A4,16,16,100%,5.75,3.50,2.56,3.19,2.88,3.94,3.06,4.13,3.13,3.00,,,,,,,,,,,,,,
Spring,2015,EDWARD BARR,HC,94701,BUSINESS ENGLISH,A3,17,18,94%,8.59,5.00,4.94,4.94,4.94,5.00,5.00,5.00,5.00,4.88,,,,,,,,,,,,,,
Spring,2015,BETH WALTER,HC,94702,PROFESSIONAL WRITING,A3,17,19,89%,9.47,4.47,4.65,4.65,4.81,4.47,4.29,4.47,4.24,4.00,,,,,,,,,,,,,,
Spring,2015,STACY ROSENBERG,HC,94702,PROFESSIONAL WRITING,B3,21,24,88%,6.35,4.81,4.67,4.67,4.62,4.71,4.57,4.67,4.80,4.67,,,,,,,,,,,,,,
Spring,2015,BETH WALTER,HC,94702,PROFESSIONAL WRITING,C3,17,22,77%,7.12,4.29,3.82,4.12,4.53,4.47,4.12,4.59,4.00,3.88,,,,,,,,,,,,,,
Spring,2015,BETH WALTER,HC,94702,PROFESSIONAL WRITING,D3,14,15,93%,7.36,4.36,3.71,4.14,4.43,4.21,4.14,4.50,3.86,3.71,,,,,,,,,,,,,,
Spring,2015,KIM HYATT,HC,94702,PROFESSIONAL WRITING,E4,10,20,50%,5.67,3.90,3.90,3.60,3.60,3.50,3.50,3.80,3.60,3.40,,,,,,,,,,,,,,
Spring,2015,KIM HYATT,HC,94702,PROFESSIONAL WRITING,G4,17,23,74%,5.75,4.24,4.06,4.06,3.65,4.47,3.76,4.47,3.76,3.41,,,,,,,,,,,,,,
Spring,2015,KIM HYATT,HC,94702,PROFESSIONAL WRITING,H4,18,22,82%,5.00,4.50,4.56,4.56,4.22,4.44,4.39,4.50,4.39,4.28,,,,,,,,,,,,,,
Spring,2015,EDWARD BARR,HC,94702,PROFESSIONAL WRITING,I4,17,24,71%,7.63,4.94,4.76,4.82,4.76,4.94,4.94,4.94,4.88,4.82,,,,,,,,,,,,,,
Spring,2015,EDWARD BARR,HC,94702,PROFESSIONAL WRITING,K3,6,9,67%,5.50,4.50,4.67,4.50,4.33,4.33,4.67,4.17,4.50,4.67,,,,,,,,,,,,,,
Spring,2015,KIM HYATT,HC,94702,PROFESSIONAL WRITING,Z4,14,21,67%,5.92,4.29,4.00,4.15,3.54,4.08,4.00,4.46,3.85,3.54,,,,,,,,,,,,,,
Spring,2015,MARTIN GAYNOR,HC,94705,HEALTH ECONOMICS,A,20,35,57%,5.79,4.00,3.60,3.35,3.40,3.75,3.50,4.40,3.80,3.35,,,,,,,,,,,,,,
Spring,2015,REMA PADMAN,HC,94706,HEALTHCARE INF SYSTM,A,23,38,61%,11.74,3.70,2.74,3.13,2.83,3.70,3.17,3.87,3.13,3.00,,,,,,,,,,,,,,
Spring,2015,MARILYN BODYCOAT,HC,94718,STRATG PRESENTN SKLS,K4,5,10,50%,6.80,5.00,4.80,4.80,5.00,4.80,4.80,4.80,5.00,4.80,,,,,,,,,,,,,,
Spring,2015,JARED SIMMER,HC,94800,NEGOTIATION,A3,20,26,77%,6.65,4.50,4.50,4.65,4.37,4.70,4.55,4.50,4.60,4.55,,,,,,,,,,,,,,
Spring,2015,JARED SIMMER,HC,94800,NEGOTIATION,B4,24,25,96%,5.91,4.29,4.21,4.42,3.83,4.75,4.33,4.50,4.33,4.46,,,,,,,,,,,,,,
Spring,2015,ELAINE HYDER,HC,94800,NEGOTIATION,C4,24,31,77%,6.04,4.54,4.58,4.54,4.42,4.67,4.58,4.75,4.54,4.65,,,,,,,,,,,,,,
Spring,2015,MELISSA MARTIN,HC,94801,ACTING FOR MANGEMNT,A3,12,19,63%,4.00,4.75,4.33,4.08,4.33,4.25,4.50,4.58,4.50,4.08,,,,,,,,,,,,,,
Spring,2015,MELISSA MARTIN,HC,94801,ACTING FOR MANGEMNT,B4,19,29,66%,6.00,4.58,3.95,3.74,4.00,4.21,4.32,4.74,4.42,3.95,,,,,,,,,,,,,,
Spring,2015,MELISSA MARTIN,HC,94801,ACTING FOR MANGEMNT,C3,9,18,50%,4.33,4.67,4.44,4.44,4.33,4.44,4.44,4.78,4.44,4.44,,,,,,,,,,,,,,
Spring,2015,WILPEN GORR,HC,94802,GEOGRPHC INFO SYSTEM,A,31,35,89%,13.03,4.77,4.68,4.55,4.74,4.90,4.52,4.97,4.68,4.77,,,,,,,,,,,,,,
Spring,2015,SONAM SAMAT,HC,94806,PRIVACY DIGITAL AGE,Z4,23,37,62%,10.74,3.96,3.82,3.87,3.83,3.70,3.83,4.17,3.74,3.77,,,,,,,,,,,,,,
Spring,2015,CHRIS BRUSSALIS,HC,94808,MANAGEMENT CONSLTG,A,17,18,94%,9.50,4.29,4.24,4.24,4.18,4.65,4.29,4.82,4.25,4.12,,,,,,,,,,,,,,
Spring,2015,CHRIS BRUSSALIS,HC,94808,MANAGEMENT CONSLTG,K,8,8,100%,8.75,4.25,4.25,4.25,4.25,4.50,4.00,4.63,4.25,3.75,,,,,,,,,,,,,,
Spring,2015,TIMOTHY ZAK,HC,94810,INT SUP CHN MNG & SY,A3,8,13,62%,12.00,4.38,4.50,4.38,3.50,4.38,4.38,4.63,4.25,4.38,,,,,,,,,,,,,,
Spring,2015,TIMOTHY ZAK,HC,94810,INT SUP CHN MNG & SY,K3,5,5,100%,10.40,4.60,4.60,4.80,4.40,4.60,4.60,4.80,4.80,4.40,,,,,,,,,,,,,,
Spring,2015,DAVID LASSMAN,HC,94811,STRATEGY DEVELOPMENT,A3,29,30,97%,8.76,4.86,4.86,4.62,4.31,4.86,4.76,4.79,4.83,4.76,,,,,,,,,,,,,,
Spring,2015,TIMOTHY ZAK,HC,94811,STRATEGY DEVELOPMENT,B4,18,21,86%,7.50,4.50,4.22,4.39,3.94,4.56,4.61,4.72,4.50,4.61,,,,,,,,,,,,,,
Spring,2015,TIMOTHY ZAK,HC,94811,STRATEGY DEVELOPMENT,Z4,6,7,86%,7.00,3.83,3.67,3.67,3.67,4.00,4.00,4.33,4.17,3.67,,,,,,,,,,,,,,
Spring,2015,LAURA SYNNOTT,HC,94813,PROJECT MANAGEMENT,A3,27,29,93%,7.81,4.33,4.26,4.42,4.19,4.59,4.37,4.48,4.26,4.44,,,,,,,,,,,,,,
Spring,2015,LAURA SYNNOTT,HC,94813,PROJECT MANAGEMENT,B3,22,23,96%,8.29,4.14,4.27,4.43,4.00,4.50,4.27,4.10,4.18,4.14,,,,,,,,,,,,,,
Spring,2015,ARI LIGHTMAN,HC,94823,MSMNT ANL SCL MDA IN,A,23,31,74%,9.62,4.70,4.52,4.57,4.43,4.65,4.74,4.87,4.65,4.36,,,,,,,,,,,,,,
Spring,2015,JEFFERSON ASHWOOD,HC,94827,SAS FOR PUBLIC POLCY,A3,19,27,70%,9.16,4.16,4.21,4.21,3.84,4.00,4.21,4.53,4.00,3.95,,,,,,,,,,,,,,
Spring,2015,CIPRIAN DOMNISORU,HC,94827,SAS FOR PUBLIC POLCY,B3,27,29,93%,8.56,4.15,4.19,4.19,3.81,4.22,4.19,4.48,4.00,4.04,,,,,,,,,,,,,,
Spring,2015,JANEL SUTKUS,HC,94830,ANALYSIS SURVEY DATA,A3,19,19,100%,9.59,3.89,4.05,4.11,3.63,4.21,4.21,3.68,4.05,3.89,,,,,,,,,,,,,,
Spring,2015,BEIBEI LI,HC,94832,BUSN INTLG DTA MNG,A3,28,38,74%,8.11,4.32,4.04,4.00,3.64,4.36,3.96,4.54,3.96,3.78,,,,,,,,,,,,,,
Spring,2015,BEIBEI LI,HC,94832,BUSN INTLG DTA MNG,B3,30,39,77%,7.10,4.10,3.97,4.00,3.53,4.07,3.72,4.40,3.60,3.53,,,,,,,,,,,,,,
Spring,2015,BEIBEI LI,HC,94832,BUSN INTLG DTA MNG,K3,9,11,82%,10.11,4.44,4.33,4.33,3.78,4.33,4.33,4.44,4.00,4.00,,,,,,,,,,,,,,
Spring,2015,YI ZHANG,HC,94834,APPL ECONOMETRICS I,A3,21,32,66%,10.52,4.38,3.76,3.86,3.90,4.15,3.95,4.57,4.05,4.00,,,,,,,,,,,,,,
Spring,2015,CIPRIAN DOMNISORU,HC,94835,APPL ECONOMETRICS II,A4,19,21,90%,11.05,4.21,4.32,4.16,4.26,4.37,4.32,4.21,4.32,4.32,,,,,,,,,,,,,,
Spring,2015,MARIA TOMPROU,HC,94837,PERFMNC MANGEMENT,A3,23,24,96%,6.43,4.74,3.83,4.00,4.09,4.35,4.17,4.57,3.96,3.91,,,,,,,,,,,,,,
Spring,2015,DARRYL BISHOP,HC,94838,INTRO TO RASTER GIS,A3,23,34,68%,6.77,4.30,4.39,4.04,4.35,4.17,4.00,4.74,4.00,3.74,,,,,,,,,,,,,,
Spring,2015,SEAN AMMIRATI,HC,94840,LEAN ENTRPRNSHP,A4,15,21,71%,6.40,4.73,4.67,4.73,4.80,4.87,4.73,4.87,4.80,4.73,,,,,,,,,,,,,,
Spring,2015,OLEXANDRA CHOULDECHOVA,HC,94842,PROGRMG R ANALYTICS,A3,26,33,79%,13.23,4.65,4.77,4.77,4.23,4.69,4.42,4.85,4.58,4.62,,,,,,,,,,,,,,
Spring,2015,OLEXANDRA CHOULDECHOVA,HC,94842,PROGRMG R ANALYTICS,B3,24,32,75%,10.91,4.25,4.29,4.29,4.08,4.42,4.29,4.50,4.29,4.25,,,,,,,,,,,,,,
Spring,2015,BRETT CRAWFORD,HC,94843,RSH SM ARTS MNG TCH,A,7,8,88%,6.29,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.86,,,,,,,,,,,,,,
Spring,2015,MARIA TOMPROU,HC,94846,COACH TRN & EMP DEV,A4,13,17,76%,6.38,4.62,3.54,4.23,4.00,4.31,4.15,4.54,4.15,3.92,,,,,,,,,,,,,,
Spring,2015,STEFAN LABASH,HC,94858,COMM COMPLXTY,A3,8,10,80%,5.75,4.38,3.13,3.88,3.50,4.38,3.38,4.75,4.13,3.50,,,,,,,,,,,,,,
Spring,2015,JAMES JORDAN,HC,94899,APPRENTICESHIP,C,2,2,100%,5.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,4.00,4.00,,,,,,,,,,,,,,
Spring,2015,JANUSZ SZCZYPULA,ISM,95703,DATABASE MANAGEMENT,K,25,35,71%,13.86,4.48,4.68,4.56,4.24,4.42,4.71,4.36,4.40,4.54,,,,,,,,,,,,,,
Spring,2015,JANUSZ SZCZYPULA,ISM,95703,DATABASE MANAGEMENT,L,27,31,87%,12.77,4.70,4.70,4.81,4.65,4.63,4.70,4.78,4.74,4.67,,,,,,,,,,,,,,
Spring,2015,JEREMY SMITH,ISM,95703,DATABASE MANAGEMENT,Z,19,30,63%,12.63,3.89,3.89,4.00,3.47,3.89,3.72,4.37,3.89,3.68,,,,,,,,,,,,,,
Spring,2015,RIAZ ESMAIL ZADEH,ISM,95705,TELECOMMNCTNS MNGMNT,K,6,9,67%,14.80,5.00,4.83,4.83,4.50,4.83,5.00,5.00,4.83,5.00,,,,,,,,,,,,,,
Spring,2015,CONSTANTINE COIS,ISM,95706,OBJ ORIENTED A & D,A3,24,35,69%,8.58,4.54,4.61,4.50,4.25,4.67,4.58,4.75,4.42,4.00,,,,,,,,,,,,,,
Spring,2015,CONSTANTINE COIS,ISM,95706,OBJ ORIENTED A & D,B4,35,43,81%,8.97,4.34,4.51,4.57,4.29,4.49,4.46,4.66,4.40,4.29,,,,,,,,,,,,,,
Spring,2015,STEPHEN ROEHRIG,ISM,95706,OBJ ORIENTED A & D,K3,20,28,71%,9.95,3.65,3.65,3.80,3.50,3.65,3.75,4.00,3.70,3.45,,,,,,,,,,,,,,
Spring,2015,BENJAMIN ZAMZOW,ISM,95710,ECONOMIC ANALYSIS,A3,33,43,77%,6.50,4.30,4.12,4.09,3.73,4.00,3.85,4.64,4.03,3.97,,,,,,,,,,,,,,
Spring,2015,TIONG LIM,ISM,95710,ECONOMIC ANALYSIS,K3,27,35,77%,12.38,4.78,4.62,4.63,4.73,4.74,4.58,4.74,4.67,4.63,,,,,,,,,,,,,,
Spring,2015,TIONG LIM,ISM,95710,ECONOMIC ANALYSIS,L4,28,35,80%,12.44,4.79,4.50,4.67,4.67,4.74,4.63,4.86,4.75,4.50,,,,,,,,,,,,,,
Spring,2015,MURLIKRISHNA VISWANATHAN,ISM,95712,OBJ ORIENT PRG JAVA,K,5,8,63%,16.00,4.40,4.40,4.60,4.40,4.40,4.20,5.00,4.00,4.20,,,,,,,,,,,,,,
Spring,2015,LYNNE PASTOR,ISM,95715,FINANCIAL ACCOUNTING,A3,9,12,75%,6.67,4.56,4.78,4.75,4.75,4.33,4.67,4.56,4.56,4.33,,,,,,,,,,,,,,
Spring,2015,LYNNE PASTOR,ISM,95715,FINANCIAL ACCOUNTING,B3,12,17,71%,10.00,4.33,4.50,4.25,4.08,4.42,4.50,4.67,4.58,4.42,,,,,,,,,,,,,,
Spring,2015,TIONG LIM,ISM,95715,FINANCIAL ACCOUNTING,K3,32,38,84%,14.78,4.78,4.59,4.69,4.66,4.75,4.47,4.84,4.66,4.66,,,,,,,,,,,,,,
Spring,2015,TIONG LIM,ISM,95715,FINANCIAL ACCOUNTING,L3,29,35,83%,13.71,4.71,4.14,4.38,4.29,4.62,4.29,4.52,4.29,4.34,,,,,,,,,,,,,,
Spring,2015,LYNNE PASTOR,ISM,95715,FINANCIAL ACCOUNTING,Z3,5,9,56%,9.20,4.00,4.40,4.40,3.60,4.00,4.00,4.20,4.00,4.40,,,,,,,,,,,,,,
Spring,2015,LYNNE PASTOR,ISM,95716,PRINCIPLS OF FINANCE,A4,22,22,100%,6.95,4.23,4.55,4.59,4.27,4.36,4.50,4.32,4.50,4.36,,,,,,,,,,,,,,
Spring,2015,LYNNE PASTOR,ISM,95716,PRINCIPLS OF FINANCE,B4,14,14,100%,8.50,4.71,4.86,4.93,4.29,4.71,4.79,4.86,4.71,4.57,,,,,,,,,,,,,,
Spring,2015,TIONG LIM,ISM,95716,PRINCIPLS OF FINANCE,K4,30,37,81%,12.21,4.77,4.53,4.60,4.70,4.80,4.60,4.77,4.60,4.57,,,,,,,,,,,,,,
Spring,2015,TIONG LIM,ISM,95716,PRINCIPLS OF FINANCE,L4,28,36,78%,12.65,4.68,4.57,4.63,4.63,4.68,4.59,4.78,4.71,4.39,,,,,,,,,,,,,,
Spring,2015,LYNNE PASTOR,ISM,95716,PRINCIPLS OF FINANCE,Z4,2,2,100%,11.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.50,,,,,,,,,,,,,,
Spring,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,A3,9,13,69%,7.00,4.33,4.11,4.33,4.56,4.56,4.33,4.56,4.44,4.44,,,,,,,,,,,,,,
Spring,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,B4,7,7,100%,8.86,4.86,4.71,4.86,5.00,4.86,4.86,5.00,4.86,4.43,,,,,,,,,,,,,,
Spring,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,C3,12,15,80%,9.42,4.42,4.42,4.42,4.33,4.58,4.33,4.67,4.42,4.50,,,,,,,,,,,,,,
Spring,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,D4,11,15,73%,7.18,4.64,4.18,4.45,4.64,4.45,4.45,4.45,4.27,3.91,,,,,,,,,,,,,,
Spring,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,E3,11,13,85%,6.33,4.64,4.55,4.73,4.73,4.73,4.64,4.73,4.73,4.73,,,,,,,,,,,,,,
Spring,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,F4,7,15,47%,6.00,4.43,4.57,4.57,4.71,4.71,4.71,4.57,4.43,4.43,,,,,,,,,,,,,,
Spring,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,G3,7,15,47%,8.43,4.14,3.86,4.29,4.29,4.57,4.43,4.43,4.29,4.43,,,,,,,,,,,,,,
Spring,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,H4,11,12,92%,5.67,4.27,4.09,4.27,4.36,4.10,4.09,4.40,4.18,3.73,,,,,,,,,,,,,,
Spring,2015,ARI LIGHTMAN,ISM,95722,DIGITAL TRANSFORMATN,A3,27,40,68%,7.81,3.96,3.85,3.56,3.37,3.81,3.65,4.27,3.78,3.33,,,,,,,,,,,,,,
Spring,2015,ARI LIGHTMAN,ISM,95722,DIGITAL TRANSFORMATN,B4,25,27,93%,9.52,4.60,4.52,4.40,4.28,4.52,4.56,4.68,4.60,4.40,,,,,,,,,,,,,,
Spring,2015,ARI LIGHTMAN,ISM,95722,DIGITAL TRANSFORMATN,C3,37,40,93%,9.00,4.41,4.16,3.97,3.92,3.97,3.89,4.59,4.28,3.89,,,,,,,,,,,,,,
Spring,2015,ARI LIGHTMAN,ISM,95722,DIGITAL TRANSFORMATN,D4,17,17,100%,8.18,3.94,3.71,3.71,3.65,4.00,4.06,4.35,4.18,3.71,,,,,,,,,,,,,,
Spring,2015,RIAZ ESMAIL ZADEH,ISM,95722,DIGITAL TRANSFORMATN,L4,19,24,79%,9.00,4.21,4.32,4.26,4.05,4.37,4.26,4.37,4.32,4.00,,,,,,,,,,,,,,
Spring,2015,VIBHANSHU ABHISHEK,ISM,95723,MANG DISRUPT TECH,A,33,42,79%,10.27,3.33,2.91,2.81,2.88,2.85,3.03,3.52,2.85,2.33,,,,,,,,,,,,,,
Spring,2015,VIBHANSHU ABHISHEK,ISM,95723,MANG DISRUPT TECH,B,33,49,67%,8.84,3.48,2.97,2.88,3.15,3.06,3.15,3.91,3.12,2.53,,,,,,,,,,,,,,
Spring,2015,PEDRO FERREIRA,ISM,95723,MANG DISRUPT TECH,C,40,52,77%,7.47,2.92,2.63,2.57,2.73,2.92,2.73,3.38,2.83,2.38,,,,,,,,,,,,,,
Spring,2015,PEDRO FERREIRA,ISM,95723,MANG DISRUPT TECH,D,39,49,80%,8.84,2.82,2.62,2.67,2.85,2.61,2.55,3.21,2.70,2.18,,,,,,,,,,,,,,
Spring,2015,MICHAEL SMITH,ISM,95732,MKTG & DIGITAL STRAT,A4,27,33,82%,6.56,4.81,4.70,4.70,4.56,4.63,4.67,4.81,4.81,4.67,,,,,,,,,,,,,,
Spring,2015,MICHAEL SMITH,ISM,95732,MKTG & DIGITAL STRAT,B4,15,20,75%,9.57,5.00,4.87,4.87,4.60,4.80,4.87,4.87,4.87,4.87,,,,,,,,,,,,,,
Spring,2015,MICHAEL MCCARTHY,ISM,95733,INTERNET TCHNOLOGIES,A3,19,24,79%,15.72,4.21,4.26,4.16,4.11,4.16,4.16,4.42,4.11,4.11,,,,,,,,,,,,,,
Spring,2015,RANDALL TRZECIAK,ISM,95736,ADV REL DATABASE MGT,A3,24,29,83%,11.23,4.33,4.38,4.50,4.38,4.33,4.54,4.58,4.50,4.22,,,,,,,,,,,,,,
Spring,2015,RANDALL TRZECIAK,ISM,95737,NOSQL DATABASE MGT,A4,23,35,66%,8.90,4.74,4.70,4.65,4.61,4.65,4.73,4.74,4.61,4.61,,,,,,,,,,,,,,
Spring,2015,RANDALL TRZECIAK,ISM,95737,NOSQL DATABASE MGT,K4,9,10,90%,9.50,4.44,4.67,4.56,4.44,4.56,4.56,4.44,4.44,4.44,,,,,,,,,,,,,,
Spring,2015,PAWAN KHERA,ISM,95741,E-BUSINESS MANGMNT,A3,8,8,100%,8.00,4.00,4.13,4.25,4.13,4.50,4.38,4.63,4.00,4.00,,,,,,,,,,,,,,
Spring,2015,WILLIAM CLAYCOMB,ISM,95748,SOFTWARE & SECURITY,A3,21,28,75%,10.33,3.67,2.57,2.52,2.75,3.10,2.38,4.43,2.24,2.19,,,,,,,,,,,,,,
Spring,2015,WILLIAM CLAYCOMB,ISM,95749,CRYPTOGRAPHY,A4,25,33,76%,8.00,3.32,2.80,2.72,2.64,2.88,2.68,3.92,2.60,2.60,,,,,,,,,,,,,,
Spring,2015,RICHARD CARALLI,ISM,95752,INTRO INFO SEC MGT,Z,16,25,64%,10.47,3.63,3.75,3.94,3.25,4.19,4.13,4.00,3.38,3.50,,,,,,,,,,,,,,
Spring,2015,MARTIN LINDNER,ISM,95753,INTERNET SECURITY,Z3,20,31,65%,8.30,4.85,4.63,4.60,4.35,4.75,4.70,4.85,4.68,4.50,,,,,,,,,,,,,,
Spring,2015,RICHARD CARALLI,ISM,95756,INFO SECURTY RSK ANA,A3,28,36,78%,7.79,4.64,4.57,4.68,4.25,4.75,4.79,4.68,4.64,4.50,,,,,,,,,,,,,,
Spring,2015,RICHARD CARALLI,ISM,95756,INFO SECURTY RSK ANA,Z3,13,22,59%,9.92,4.69,4.38,4.62,4.08,4.83,4.92,4.92,4.69,4.46,,,,,,,,,,,,,,
